# data = data_ch1.tab
# channel = 1
# sample_rate = 11025
# classifier = SVM
FILE	BGNOISE	FM	HFM	SV	start: 2012-09-17 15:21:58	Duration	
T0000311_ch1	0	1	1	1	2012-09-17 15:38:56	0.8	
T0000312_ch1	7	5	2	2	2012-09-17 15:38:57	2.6	
T0000313_ch1	5	1	0	3	2012-09-17 15:39:03	1.4	
T0000314_ch1	0	2	0	0	2012-09-17 15:39:06	0.7	
T0000315_ch1	0	1	0	5	2012-09-17 15:39:11	2.1	
T0000316_ch1	6	2	0	0	2012-09-17 15:39:15	0.6	
T0000317_ch1	1	1	0	2	2012-09-17 15:39:21	1.1	
T0000318_ch1	2	1	0	2	2012-09-17 15:39:30	1.0	
T0000319_ch1	2	1	0	0	2012-09-17 15:39:33	0.6	
T0000320_ch1	2	2	0	3	2012-09-17 15:39:35	1.2	
T0000321_ch1	5	0	0	1	2012-09-17 15:39:40	1.2	
T0000322_ch1	2	4	1	0	2012-09-17 15:39:41	0.8	
T0000323_ch1	2	0	0	4	2012-09-17 15:39:45	1.2	
T0000324_ch1	5	1	1	1	2012-09-17 15:39:48	0.7	
T0000325_ch1	2	1	1	1	2012-09-17 15:39:49	0.6	
T0000326_ch1	5	1	1	1	2012-09-17 15:39:50	1.1	
T0000327_ch1	2	2	0	2	2012-09-17 15:39:51	1.1	
T0000328_ch1	4	3	0	0	2012-09-17 15:39:58	1.2	
T0000329_ch1	3	1	0	1	2012-09-17 15:40:00	0.6	
T0000330_ch1	0	1	0	0	2012-09-17 15:40:02	0.6	
T0000331_ch1	6	0	0	0	2012-09-17 15:40:03	0.8	
T0000332_ch1	4	0	1	0	2012-09-17 15:40:05	0.6	
T0000333_ch1	4	1	0	0	2012-09-17 15:40:08	0.6	
T0000334_ch1	2	1	0	3	2012-09-17 15:40:08	1.2	
T0000335_ch1	3	1	0	0	2012-09-17 15:40:11	0.6	
T0000336_ch1	1	1	0	4	2012-09-17 15:40:12	1.2	
T0000337_ch1	3	0	0	0	2012-09-17 15:40:18	0.6	
T0000338_ch1	2	0	0	0	2012-09-17 15:40:24	0.6	
T0000339_ch1	1	0	0	1	2012-09-17 15:40:29	0.6	
T0000340_ch1	3	0	0	0	2012-09-17 15:40:38	1.3	
T0000341_ch1	1	1	0	0	2012-09-17 15:40:42	0.6	
T0000342_ch1	6	0	0	1	2012-09-17 15:40:50	1.5	
T0000343_ch1	4	0	0	0	2012-09-17 15:40:52	0.7	
T0000344_ch1	2	1	0	0	2012-09-17 15:41:02	0.6	
T0000345_ch1	2	1	2	1	2012-09-17 15:41:04	0.6	
T0000346_ch1	0	3	0	2	2012-09-17 15:41:05	1.0	
