# data = data_ch1.tab
# channel = 1
# sample_rate = 11025
# classifier = SVM
FILE	BGNOISE	FM	HFM	SV	start: 2012-10-05 15:27:32	Duration	
T0000068_ch1	5	0	0	0	2012-10-05 15:35:24	0.6	
T0000069_ch1	7	2	0	0	2012-10-05 15:35:33	0.6	
T0000070_ch1	6	3	0	0	2012-10-05 15:35:34	0.6	
T0000071_ch1	10	1	0	2	2012-10-05 15:35:37	1.5	
T0000072_ch1	1	2	1	0	2012-10-05 15:35:47	0.6	
T0000073_ch1	3	1	1	0	2012-10-05 15:35:49	0.6	
T0000074_ch1	2	0	0	1	2012-10-05 15:36:02	0.7	
T0000075_ch1	6	0	0	0	2012-10-05 15:36:21	0.8	
T0000076_ch1	14	3	0	0	2012-10-05 15:36:23	1.6	
T0000077_ch1	0	1	1	2	2012-10-05 15:36:50	0.9	
T0000078_ch1	2	0	0	0	2012-10-05 15:37:00	0.6	
T0000079_ch1	5	4	0	0	2012-10-05 15:37:34	0.6	
T0000080_ch1	1	2	1	0	2012-10-05 15:37:44	0.6	
T0000081_ch1	3	2	2	3	2012-10-05 15:37:48	1.2	
T0000082_ch1	1	0	1	0	2012-10-05 15:37:50	0.6	
T0000083_ch1	7	5	0	0	2012-10-05 15:37:58	1.3	
T0000084_ch1	2	3	1	0	2012-10-05 15:38:02	0.6	
T0000085_ch1	2	6	2	0	2012-10-05 15:38:03	1.1	
T0000086_ch1	2	0	1	1	2012-10-05 15:38:08	0.6	
T0000087_ch1	9	0	1	0	2012-10-05 15:38:08	1.2	
T0000088_ch1	5	0	1	0	2012-10-05 15:38:10	0.8	
T0000089_ch1	6	1	0	0	2012-10-05 15:38:38	0.9	
T0000090_ch1	4	3	0	0	2012-10-05 15:38:41	0.7	
T0000091_ch1	3	2	0	0	2012-10-05 15:38:50	0.6	
T0000092_ch1	3	2	0	5	2012-10-05 15:38:56	1.7	
T0000093_ch1	8	1	4	0	2012-10-05 15:39:00	1.1	
T0000094_ch1	5	1	1	4	2012-10-05 15:39:07	1.4	
T0000095_ch1	1	2	1	0	2012-10-05 15:39:09	0.9	
T0000096_ch1	2	0	1	0	2012-10-05 15:39:12	0.6	
T0000097_ch1	1	0	0	0	2012-10-05 15:39:25	0.6	
T0000098_ch1	4	0	0	0	2012-10-05 15:39:30	0.8	
T0000099_ch1	2	0	0	0	2012-10-05 15:39:31	0.6	
T0000100_ch1	1	0	0	0	2012-10-05 15:39:37	0.6	
T0000101_ch1	2	1	0	0	2012-10-05 15:39:40	0.7	
T0000102_ch1	2	3	0	0	2012-10-05 15:39:50	0.6	
T0000103_ch1	6	0	0	0	2012-10-05 15:40:03	0.6	
T0000104_ch1	3	6	0	0	2012-10-05 15:40:11	0.6	
T0000105_ch1	4	0	1	3	2012-10-05 15:40:13	1.1	
T0000106_ch1	5	0	0	0	2012-10-05 15:40:16	0.6	
T0000107_ch1	2	1	2	0	2012-10-05 15:40:21	0.6	
T0000108_ch1	3	1	0	0	2012-10-05 15:40:26	0.6	
T0000109_ch1	2	2	0	0	2012-10-05 15:40:29	0.6	
T0000110_ch1	3	3	0	0	2012-10-05 15:40:33	0.6	
T0000111_ch1	1	2	1	0	2012-10-05 15:41:57	0.9	
T0000112_ch1	0	1	0	2	2012-10-05 15:42:06	1.0	
T0000113_ch1	1	4	1	0	2012-10-05 15:42:08	0.6	
T0000114_ch1	3	3	1	2	2012-10-05 15:42:13	1.0	
T0000115_ch1	0	1	0	3	2012-10-05 15:42:18	1.5	
T0000116_ch1	3	3	2	0	2012-10-05 15:42:26	0.6	
T0000117_ch1	1	3	1	0	2012-10-05 15:42:36	0.6	
T0000118_ch1	1	1	0	0	2012-10-05 15:42:40	0.6	
T0000119_ch1	2	0	1	1	2012-10-05 15:42:41	1.0	
T0000120_ch1	2	2	0	0	2012-10-05 15:42:42	0.6	
T0000121_ch1	0	3	1	0	2012-10-05 15:42:43	0.6	
T0000122_ch1	0	1	0	1	2012-10-05 15:42:47	0.6	
T0000123_ch1	3	4	0	0	2012-10-05 15:43:00	0.6	
T0000124_ch1	4	3	0	0	2012-10-05 15:43:04	0.6	
T0000125_ch1	0	4	1	0	2012-10-05 15:43:08	0.6	
T0000126_ch1	2	4	1	0	2012-10-05 15:43:09	0.7	
T0000127_ch1	5	0	0	0	2012-10-05 15:43:16	0.6	
T0000128_ch1	2	1	0	0	2012-10-05 15:43:18	0.6	
T0000129_ch1	4	3	0	0	2012-10-05 15:43:21	0.6	
T0000130_ch1	2	4	0	0	2012-10-05 15:43:27	0.6	
T0000131_ch1	4	0	0	0	2012-10-05 15:43:40	0.6	
T0000132_ch1	3	0	1	0	2012-10-05 15:43:43	0.8	
T0000133_ch1	0	0	1	0	2012-10-05 15:43:47	0.6	
T0000134_ch1	2	2	1	0	2012-10-05 15:44:03	0.6	
T0000135_ch1	3	3	0	0	2012-10-05 15:44:05	0.6	
T0000136_ch1	4	0	0	3	2012-10-05 15:44:06	1.2	
T0000137_ch1	2	3	0	0	2012-10-05 15:44:13	0.6	
T0000138_ch1	2	3	1	0	2012-10-05 15:44:14	0.6	
T0000139_ch1	6	2	0	2	2012-10-05 15:44:25	1.1	
T0000140_ch1	1	4	1	0	2012-10-05 15:44:31	0.6	
T0000141_ch1	3	8	1	0	2012-10-05 15:44:37	1.1	
T0000142_ch1	2	0	5	0	2012-10-05 15:44:41	0.6	
T0000143_ch1	2	3	0	4	2012-10-05 15:44:42	1.3	
T0000144_ch1	1	1	1	0	2012-10-05 15:45:06	0.7	
T0000145_ch1	8	0	0	0	2012-10-05 15:45:39	0.8	
T0000146_ch1	2	2	1	0	2012-10-05 15:45:48	0.6	
T0000147_ch1	4	3	1	0	2012-10-05 15:45:49	0.6	
T0000148_ch1	2	3	1	0	2012-10-05 15:45:53	0.6	
T0000149_ch1	3	0	1	0	2012-10-05 15:45:55	0.6	
T0000150_ch1	4	3	0	5	2012-10-05 15:45:59	1.8	
T0000151_ch1	4	0	0	0	2012-10-05 15:46:03	0.6	
T0000152_ch1	1	2	0	0	2012-10-05 15:46:04	0.7	
T0000153_ch1	2	2	2	0	2012-10-05 15:46:23	0.6	
T0000154_ch1	8	0	1	0	2012-10-05 15:46:32	1.0	
T0000155_ch1	1	1	0	0	2012-10-05 15:46:34	0.6	
T0000156_ch1	2	2	1	0	2012-10-05 15:46:35	0.6	
T0000157_ch1	5	1	0	3	2012-10-05 15:46:36	1.2	
T0000158_ch1	5	0	0	0	2012-10-05 15:46:39	0.6	
T0000159_ch1	2	1	0	0	2012-10-05 15:46:45	0.6	
T0000160_ch1	5	0	0	0	2012-10-05 15:46:46	0.9	
T0000161_ch1	4	0	0	0	2012-10-05 15:46:47	0.6	
T0000162_ch1	4	0	0	0	2012-10-05 15:46:48	0.8	
T0000163_ch1	2	0	0	0	2012-10-05 15:46:49	0.6	
T0000164_ch1	2	0	0	0	2012-10-05 15:46:51	0.6	
T0000165_ch1	1	0	0	0	2012-10-05 15:46:54	0.6	
T0000166_ch1	5	0	1	0	2012-10-05 15:46:55	1.1	
T0000167_ch1	1	0	0	0	2012-10-05 15:46:57	0.6	
T0000168_ch1	4	0	0	0	2012-10-05 15:46:59	0.6	
T0000169_ch1	8	3	0	0	2012-10-05 15:47:08	1.0	
T0000170_ch1	3	3	2	0	2012-10-05 15:47:13	0.6	
T0000171_ch1	3	6	0	0	2012-10-05 15:47:24	1.3	
T0000172_ch1	6	0	0	0	2012-10-05 15:47:29	0.6	
T0000173_ch1	2	0	0	0	2012-10-05 15:47:30	0.7	
T0000174_ch1	6	0	1	0	2012-10-05 15:47:39	0.6	
T0000175_ch1	4	2	0	0	2012-10-05 15:47:40	0.6	
T0000176_ch1	1	3	2	0	2012-10-05 15:47:48	0.7	
T0000177_ch1	6	2	0	0	2012-10-05 15:47:49	0.6	
T0000178_ch1	6	1	0	0	2012-10-05 15:47:55	0.8	
T0000179_ch1	5	1	1	0	2012-10-05 15:47:56	0.6	
T0000180_ch1	2	2	2	0	2012-10-05 15:47:58	0.7	
T0000181_ch1	6	1	1	0	2012-10-05 15:48:09	0.7	
T0000182_ch1	5	0	0	0	2012-10-05 15:48:15	0.6	
T0000183_ch1	13	3	1	0	2012-10-05 15:48:16	1.3	
T0000184_ch1	7	1	0	0	2012-10-05 15:48:19	0.8	
T0000185_ch1	4	0	0	0	2012-10-05 15:48:20	0.8	
T0000186_ch1	5	2	1	0	2012-10-05 15:48:35	0.6	
T0000187_ch1	2	0	0	1	2012-10-05 15:48:44	1.0	
T0000188_ch1	3	0	0	0	2012-10-05 15:48:49	0.6	
T0000189_ch1	6	0	0	1	2012-10-05 15:48:52	0.6	
T0000190_ch1	6	0	0	0	2012-10-05 15:48:54	0.6	
T0000191_ch1	1	2	1	0	2012-10-05 15:48:59	0.6	
T0000192_ch1	3	4	0	0	2012-10-05 15:49:00	0.6	
T0000193_ch1	1	4	2	0	2012-10-05 15:49:07	0.6	
T0000194_ch1	1	0	0	0	2012-10-05 15:49:24	0.6	
T0000195_ch1	2	4	1	1	2012-10-05 15:49:53	0.8	
T0000196_ch1	3	1	1	0	2012-10-05 15:50:06	0.6	
T0000197_ch1	2	11	0	0	2012-10-05 15:50:07	1.5	
T0000198_ch1	4	0	1	4	2012-10-05 15:50:10	1.7	
T0000199_ch1	5	0	0	0	2012-10-05 15:50:12	0.6	
T0000200_ch1	4	0	0	0	2012-10-05 15:50:14	0.6	
T0000201_ch1	5	1	2	0	2012-10-05 15:50:37	0.6	
T0000202_ch1	3	1	0	0	2012-10-05 15:50:40	0.7	
T0000203_ch1	0	0	0	3	2012-10-05 15:50:43	1.2	
T0000204_ch1	5	3	3	0	2012-10-05 15:50:50	0.9	
T0000205_ch1	5	1	0	0	2012-10-05 15:50:54	0.6	
T0000206_ch1	6	0	0	0	2012-10-05 15:51:02	0.8	
T0000207_ch1	3	3	0	0	2012-10-05 15:51:05	0.6	
T0000208_ch1	2	2	1	0	2012-10-05 15:51:09	0.6	
T0000209_ch1	3	0	0	0	2012-10-05 15:51:14	0.6	
T0000210_ch1	5	6	0	0	2012-10-05 15:51:23	0.9	
T0000211_ch1	3	3	0	3	2012-10-05 15:51:24	1.2	
T0000212_ch1	4	1	0	0	2012-10-05 15:51:25	0.6	
T0000213_ch1	6	0	0	0	2012-10-05 15:51:26	0.6	
T0000214_ch1	1	1	0	3	2012-10-05 15:51:37	1.3	
T0000215_ch1	3	3	2	3	2012-10-05 15:51:45	1.2	
T0000216_ch1	4	4	2	0	2012-10-05 15:51:48	0.9	
T0000217_ch1	3	1	1	0	2012-10-05 15:52:06	0.6	
T0000218_ch1	1	2	0	0	2012-10-05 15:52:12	0.6	
T0000219_ch1	2	2	1	0	2012-10-05 15:52:24	0.6	
T0000220_ch1	1	1	1	0	2012-10-05 15:52:42	0.7	
T0000221_ch1	3	0	1	0	2012-10-05 15:52:57	0.6	
T0000222_ch1	1	0	0	0	2012-10-05 15:53:00	0.6	
T0000223_ch1	5	0	0	0	2012-10-05 15:53:14	0.6	
T0000224_ch1	1	0	0	0	2012-10-05 15:53:22	0.6	
T0000225_ch1	5	6	0	0	2012-10-05 15:53:43	1.0	
T0000226_ch1	4	1	0	0	2012-10-05 15:53:52	0.6	
T0000227_ch1	0	4	0	1	2012-10-05 15:54:15	0.8	
T0000228_ch1	1	0	0	0	2012-10-05 15:54:20	0.6	
T0000229_ch1	1	3	1	0	2012-10-05 15:54:23	0.6	
T0000230_ch1	2	1	0	0	2012-10-05 15:54:27	0.6	
T0000231_ch1	7	1	0	0	2012-10-05 15:54:29	0.6	
T0000232_ch1	3	5	0	0	2012-10-05 15:54:31	1.0	
T0000233_ch1	2	2	2	0	2012-10-05 15:54:36	0.6	
T0000234_ch1	2	1	1	2	2012-10-05 15:54:40	0.6	
T0000235_ch1	2	0	0	1	2012-10-05 15:54:52	0.8	
T0000236_ch1	3	3	1	0	2012-10-05 15:54:57	0.6	
T0000237_ch1	4	5	2	0	2012-10-05 15:54:58	1.0	
T0000238_ch1	5	1	1	0	2012-10-05 15:55:04	0.9	
T0000239_ch1	4	1	0	3	2012-10-05 15:55:09	1.8	
T0000240_ch1	0	2	2	0	2012-10-05 15:55:17	0.6	
T0000241_ch1	2	3	0	0	2012-10-05 15:55:19	0.6	
T0000242_ch1	2	3	0	0	2012-10-05 15:55:22	0.6	
T0000243_ch1	4	2	0	0	2012-10-05 15:55:28	0.6	
T0000244_ch1	2	1	0	0	2012-10-05 15:55:30	0.6	
T0000245_ch1	2	3	0	4	2012-10-05 15:55:32	1.7	
T0000246_ch1	3	1	0	0	2012-10-05 15:55:35	0.6	
T0000247_ch1	4	0	1	0	2012-10-05 15:55:39	0.6	
T0000248_ch1	2	1	0	0	2012-10-05 15:55:42	0.8	
T0000249_ch1	5	2	0	0	2012-10-05 15:55:52	0.6	
T0000250_ch1	3	1	0	0	2012-10-05 15:55:53	0.6	
T0000251_ch1	4	2	1	0	2012-10-05 15:56:01	0.6	
T0000252_ch1	1	1	0	3	2012-10-05 15:56:02	1.4	
T0000253_ch1	1	3	1	0	2012-10-05 15:56:11	0.6	
T0000254_ch1	2	2	1	0	2012-10-05 15:56:20	0.6	
T0000255_ch1	4	2	0	0	2012-10-05 15:56:43	1.0	
T0000256_ch1	3	3	1	1	2012-10-05 15:56:49	0.9	
T0000257_ch1	2	1	0	0	2012-10-05 15:56:51	0.7	
T0000258_ch1	2	0	0	0	2012-10-05 15:57:06	0.6	
T0000259_ch1	2	1	1	0	2012-10-05 15:57:18	0.8	
T0000260_ch1	4	3	1	0	2012-10-05 15:57:20	1.4	
T0000261_ch1	13	2	0	0	2012-10-05 15:57:25	1.3	
T0000262_ch1	6	5	3	1	2012-10-05 15:57:33	1.3	
T0000263_ch1	6	6	0	1	2012-10-05 15:57:35	1.2	
TOTAL		446	144	125	end: 2012-10-05 15:57:37	
P		0.6238	0.2014	0.1748	
