# data = data_ch1.tab
# channel = 1
# sample_rate = 11025
# classifier = SVM
FILE	BGNOISE	FM	HFM	SV	start: 2012-10-01 14:36:56	Duration	
T0000131_ch1	3	0	0	0	2012-10-01 14:48:31	0.6	
T0000132_ch1	7	0	0	0	2012-10-01 14:48:35	0.7	
T0000133_ch1	1	0	0	2	2012-10-01 14:48:37	0.6	
T0000134_ch1	4	0	0	2	2012-10-01 14:48:38	0.6	
T0000135_ch1	6	0	0	0	2012-10-01 14:48:40	0.6	
T0000136_ch1	6	0	0	0	2012-10-01 14:48:46	0.6	
T0000137_ch1	2	0	1	0	2012-10-01 14:48:48	0.6	
T0000138_ch1	5	0	0	0	2012-10-01 14:48:53	0.6	
T0000139_ch1	5	1	0	0	2012-10-01 14:48:53	0.6	
T0000140_ch1	8	0	0	0	2012-10-01 14:49:00	0.6	
T0000141_ch1	2	2	0	5	2012-10-01 14:49:05	1.5	
T0000142_ch1	3	1	0	0	2012-10-01 14:49:18	0.6	
T0000143_ch1	1	1	0	1	2012-10-01 14:49:54	0.6	
T0000144_ch1	5	1	1	0	2012-10-01 14:49:57	0.6	
T0000145_ch1	1	0	0	0	2012-10-01 14:50:07	0.6	
T0000146_ch1	7	0	0	0	2012-10-01 14:50:12	0.7	
T0000147_ch1	4	2	2	0	2012-10-01 14:50:19	0.6	
T0000148_ch1	5	6	1	1	2012-10-01 14:50:23	1.1	
T0000149_ch1	3	1	0	0	2012-10-01 14:50:28	0.6	
T0000150_ch1	6	1	2	0	2012-10-01 14:50:48	1.1	
T0000151_ch1	4	1	0	0	2012-10-01 14:50:55	0.6	
T0000152_ch1	7	1	1	0	2012-10-01 14:50:58	1.2	
T0000153_ch1	3	0	1	3	2012-10-01 14:51:07	1.2	
T0000154_ch1	2	4	0	0	2012-10-01 14:51:10	0.6	
T0000155_ch1	0	0	0	6	2012-10-01 14:51:17	1.8	
T0000156_ch1	1	0	0	0	2012-10-01 14:51:55	0.6	
T0000157_ch1	1	1	1	1	2012-10-01 14:51:59	0.6	
T0000158_ch1	4	0	0	0	2012-10-01 14:52:20	0.6	
T0000159_ch1	7	0	0	0	2012-10-01 14:52:23	1.0	
T0000160_ch1	3	0	0	0	2012-10-01 14:53:03	0.6	
T0000161_ch1	2	1	0	0	2012-10-01 14:53:23	0.6	
T0000162_ch1	1	0	0	1	2012-10-01 14:53:42	0.6	
T0000163_ch1	7	2	0	0	2012-10-01 14:53:47	1.0	
T0000164_ch1	2	0	0	1	2012-10-01 14:54:02	0.6	
T0000165_ch1	0	1	0	0	2012-10-01 14:54:04	0.6	
T0000166_ch1	1	2	1	0	2012-10-01 14:54:17	0.8	
T0000167_ch1	3	0	0	0	2012-10-01 14:54:27	0.6	
T0000168_ch1	5	2	2	0	2012-10-01 14:54:44	1.0	
T0000169_ch1	4	2	0	0	2012-10-01 14:54:53	0.6	
T0000170_ch1	3	1	0	3	2012-10-01 14:54:55	1.2	
T0000171_ch1	6	1	1	0	2012-10-01 14:55:01	0.6	
T0000172_ch1	1	3	2	0	2012-10-01 14:55:23	0.6	
T0000173_ch1	3	0	0	0	2012-10-01 14:55:27	0.6	
T0000174_ch1	3	1	0	1	2012-10-01 14:55:39	0.7	
T0000175_ch1	4	1	0	0	2012-10-01 14:55:41	0.6	
T0000176_ch1	4	3	0	2	2012-10-01 14:55:44	1.4	
T0000177_ch1	2	4	0	0	2012-10-01 14:55:47	1.0	
T0000178_ch1	5	0	3	0	2012-10-01 14:55:54	0.6	
T0000179_ch1	3	2	0	0	2012-10-01 14:55:55	0.6	
T0000180_ch1	3	3	0	0	2012-10-01 14:55:56	0.6	
T0000181_ch1	7	1	0	0	2012-10-01 14:55:58	0.6	
T0000182_ch1	4	5	0	1	2012-10-01 14:56:04	2.0	
T0000183_ch1	5	0	1	0	2012-10-01 14:56:07	0.6	
T0000184_ch1	3	0	0	0	2012-10-01 14:56:09	0.6	
T0000185_ch1	7	1	1	0	2012-10-01 14:56:13	0.6	
T0000186_ch1	3	1	0	1	2012-10-01 14:56:34	0.6	
T0000187_ch1	2	3	1	4	2012-10-01 14:56:37	1.6	
T0000188_ch1	2	4	0	4	2012-10-01 14:56:43	1.7	
T0000189_ch1	1	2	2	0	2012-10-01 14:56:47	0.6	
T0000190_ch1	2	1	0	1	2012-10-01 14:56:48	0.6	
T0000191_ch1	4	1	0	3	2012-10-01 14:56:52	1.6	
T0000192_ch1	3	0	0	0	2012-10-01 14:56:54	0.7	
T0000193_ch1	0	2	0	1	2012-10-01 14:57:09	0.6	
T0000194_ch1	1	0	1	0	2012-10-01 14:57:13	0.6	
T0000195_ch1	2	0	1	0	2012-10-01 14:57:14	0.7	
T0000196_ch1	2	0	0	0	2012-10-01 14:57:16	0.6	
T0000197_ch1	8	0	0	0	2012-10-01 14:57:17	0.6	
T0000198_ch1	3	0	0	0	2012-10-01 14:57:17	0.6	
T0000199_ch1	9	0	0	0	2012-10-01 14:57:26	0.6	
T0000200_ch1	2	1	0	1	2012-10-01 14:57:28	0.6	
T0000201_ch1	4	3	0	0	2012-10-01 14:57:34	1.0	
T0000202_ch1	2	3	0	0	2012-10-01 14:57:35	0.6	
T0000203_ch1	5	0	1	0	2012-10-01 14:57:39	0.7	
T0000204_ch1	2	1	1	0	2012-10-01 14:57:41	0.7	
T0000205_ch1	7	0	0	0	2012-10-01 14:57:42	0.9	
T0000206_ch1	11	1	0	0	2012-10-01 14:57:46	1.1	
T0000207_ch1	6	0	0	0	2012-10-01 14:57:51	0.6	
T0000208_ch1	2	0	0	0	2012-10-01 14:57:55	0.6	
T0000209_ch1	5	0	0	0	2012-10-01 14:57:56	0.6	
T0000210_ch1	2	2	2	0	2012-10-01 14:58:02	0.7	
T0000211_ch1	5	0	1	0	2012-10-01 14:58:10	0.6	
T0000212_ch1	2	1	0	0	2012-10-01 14:58:25	0.9	
T0000213_ch1	3	4	0	2	2012-10-01 14:58:32	1.3	
T0000214_ch1	3	0	0	0	2012-10-01 14:58:35	0.6	
T0000215_ch1	1	4	3	0	2012-10-01 14:58:36	1.1	
T0000216_ch1	4	0	0	0	2012-10-01 14:58:42	0.6	
T0000217_ch1	7	0	0	0	2012-10-01 14:58:47	0.6	
T0000218_ch1	5	2	0	0	2012-10-01 14:58:53	0.6	
T0000219_ch1	1	2	0	0	2012-10-01 14:58:55	1.0	
T0000220_ch1	4	0	0	0	2012-10-01 14:58:57	0.6	
T0000221_ch1	6	2	1	0	2012-10-01 14:58:59	1.6	
T0000222_ch1	4	0	1	0	2012-10-01 14:59:00	0.8	
T0000223_ch1	4	3	0	0	2012-10-01 14:59:02	1.0	
T0000224_ch1	3	0	0	0	2012-10-01 14:59:05	0.6	
T0000225_ch1	3	1	0	1	2012-10-01 14:59:08	0.6	
T0000226_ch1	1	0	0	4	2012-10-01 14:59:10	1.5	
T0000227_ch1	3	4	0	0	2012-10-01 14:59:13	0.6	
T0000228_ch1	2	0	0	4	2012-10-01 14:59:14	1.3	
T0000229_ch1	2	3	1	0	2012-10-01 14:59:19	0.6	
T0000230_ch1	4	0	0	4	2012-10-01 14:59:21	1.6	
T0000231_ch1	10	0	0	0	2012-10-01 14:59:23	0.9	
T0000232_ch1	1	2	1	0	2012-10-01 14:59:26	0.6	
T0000233_ch1	4	0	0	0	2012-10-01 14:59:28	0.6	
T0000234_ch1	1	1	1	0	2012-10-01 14:59:31	0.6	
T0000235_ch1	6	0	0	0	2012-10-01 14:59:32	0.6	
T0000236_ch1	2	2	0	3	2012-10-01 14:59:33	1.2	
T0000237_ch1	6	0	0	0	2012-10-01 14:59:36	0.6	
T0000238_ch1	3	2	0	0	2012-10-01 14:59:39	0.6	
T0000239_ch1	1	3	1	0	2012-10-01 14:59:41	1.0	
T0000240_ch1	1	5	5	0	2012-10-01 14:59:45	1.1	
T0000241_ch1	4	1	0	0	2012-10-01 14:59:51	0.6	
T0000242_ch1	6	4	0	3	2012-10-01 14:59:52	1.4	
T0000243_ch1	1	1	0	0	2012-10-01 14:59:59	0.6	
T0000244_ch1	2	2	0	0	2012-10-01 15:00:00	0.6	
T0000245_ch1	8	1	0	0	2012-10-01 15:00:03	0.8	
T0000246_ch1	1	1	0	0	2012-10-01 15:00:04	0.6	
T0000247_ch1	1	2	0	0	2012-10-01 15:00:05	0.6	
T0000248_ch1	6	2	0	0	2012-10-01 15:00:12	0.6	
T0000249_ch1	2	4	2	0	2012-10-01 15:00:12	1.0	
T0000250_ch1	1	0	0	4	2012-10-01 15:00:16	1.7	
T0000251_ch1	3	1	2	0	2012-10-01 15:00:27	0.7	
T0000252_ch1	5	0	0	0	2012-10-01 15:00:30	0.6	
T0000253_ch1	8	1	0	2	2012-10-01 15:00:36	1.0	
T0000254_ch1	5	1	1	2	2012-10-01 15:00:37	1.4	
T0000255_ch1	3	1	0	1	2012-10-01 15:00:38	0.6	
T0000256_ch1	12	5	2	4	2012-10-01 15:00:40	3.7	
T0000257_ch1	2	1	0	0	2012-10-01 15:00:44	0.6	
T0000258_ch1	2	1	0	0	2012-10-01 15:00:44	0.9	
T0000259_ch1	3	0	0	2	2012-10-01 15:00:46	0.6	
T0000260_ch1	3	1	0	0	2012-10-01 15:00:47	0.6	
T0000261_ch1	2	2	0	0	2012-10-01 15:00:51	0.6	
T0000262_ch1	4	2	0	0	2012-10-01 15:00:52	0.6	
T0000263_ch1	2	3	1	0	2012-10-01 15:00:55	0.6	
T0000264_ch1	5	0	0	0	2012-10-01 15:00:56	0.6	
T0000265_ch1	4	0	0	0	2012-10-01 15:00:58	0.6	
T0000266_ch1	4	1	0	1	2012-10-01 15:01:01	1.0	
T0000267_ch1	3	3	2	0	2012-10-01 15:01:06	1.1	
T0000268_ch1	2	0	0	0	2012-10-01 15:01:13	0.6	
T0000269_ch1	8	2	1	0	2012-10-01 15:01:18	1.1	
T0000270_ch1	5	4	0	0	2012-10-01 15:01:19	0.9	
T0000271_ch1	6	0	0	0	2012-10-01 15:01:26	0.6	
T0000272_ch1	6	0	0	0	2012-10-01 15:01:28	0.6	
T0000273_ch1	7	0	0	0	2012-10-01 15:01:29	0.6	
T0000274_ch1	0	1	0	0	2012-10-01 15:01:31	0.7	
T0000275_ch1	5	0	0	0	2012-10-01 15:01:39	0.6	
T0000276_ch1	3	0	0	0	2012-10-01 15:01:40	0.6	
T0000277_ch1	2	2	1	0	2012-10-01 15:01:41	0.6	
T0000278_ch1	2	0	0	0	2012-10-01 15:01:44	0.6	
T0000279_ch1	3	0	0	4	2012-10-01 15:01:46	1.6	
T0000280_ch1	2	2	0	0	2012-10-01 15:01:50	0.6	
T0000281_ch1	0	1	0	5	2012-10-01 15:01:52	1.6	
T0000282_ch1	2	2	0	2	2012-10-01 15:02:05	1.0	
T0000283_ch1	4	0	0	4	2012-10-01 15:02:13	1.1	
T0000284_ch1	7	1	0	2	2012-10-01 15:02:21	1.6	
T0000285_ch1	2	0	1	0	2012-10-01 15:02:23	0.6	
T0000286_ch1	1	0	0	2	2012-10-01 15:02:25	0.7	
T0000287_ch1	0	1	1	3	2012-10-01 15:02:28	1.2	
T0000288_ch1	2	0	0	1	2012-10-01 15:02:49	0.7	
T0000289_ch1	1	4	0	0	2012-10-01 15:02:58	0.6	
T0000290_ch1	5	1	0	0	2012-10-01 15:03:03	0.6	
T0000291_ch1	6	5	1	0	2012-10-01 15:03:04	0.9	
T0000292_ch1	5	1	0	0	2012-10-01 15:03:11	0.6	
T0000293_ch1	0	1	0	0	2012-10-01 15:03:13	0.6	
T0000294_ch1	8	0	0	0	2012-10-01 15:03:13	1.4	
T0000295_ch1	8	0	0	0	2012-10-01 15:03:16	1.1	
T0000296_ch1	11	0	0	1	2012-10-01 15:03:17	1.5	
T0000297_ch1	5	0	0	0	2012-10-01 15:03:19	0.6	
T0000298_ch1	6	0	0	0	2012-10-01 15:03:20	0.8	
T0000299_ch1	1	0	0	0	2012-10-01 15:03:25	0.6	
T0000300_ch1	7	0	0	0	2012-10-01 15:03:25	0.6	
T0000301_ch1	13	0	0	0	2012-10-01 15:03:28	1.1	
T0000302_ch1	6	1	1	0	2012-10-01 15:03:37	0.6	
T0000303_ch1	5	2	0	1	2012-10-01 15:03:41	0.7	
T0000304_ch1	4	1	1	0	2012-10-01 15:03:42	0.6	
T0000305_ch1	4	3	0	0	2012-10-01 15:03:46	0.6	
T0000306_ch1	4	0	0	0	2012-10-01 15:03:47	0.6	
T0000307_ch1	1	2	0	0	2012-10-01 15:03:50	0.6	
T0000308_ch1	4	0	0	0	2012-10-01 15:03:51	0.6	
T0000309_ch1	6	1	0	0	2012-10-01 15:03:54	0.6	
T0000310_ch1	8	1	1	0	2012-10-01 15:03:57	0.8	
T0000311_ch1	6	0	0	0	2012-10-01 15:03:59	1.9	
T0000312_ch1	6	0	0	1	2012-10-01 15:04:05	1.2	
T0000313_ch1	6	1	0	0	2012-10-01 15:04:07	0.6	
T0000314_ch1	6	0	0	0	2012-10-01 15:04:08	0.6	
T0000315_ch1	5	0	0	0	2012-10-01 15:04:14	0.8	
T0000316_ch1	0	0	1	0	2012-10-01 15:04:16	0.6	
T0000317_ch1	7	3	1	0	2012-10-01 15:04:17	1.0	
T0000318_ch1	4	1	0	0	2012-10-01 15:04:19	0.8	
T0000319_ch1	3	0	0	0	2012-10-01 15:04:20	0.8	
T0000320_ch1	19	1	0	0	2012-10-01 15:04:22	2.4	
T0000321_ch1	4	2	0	0	2012-10-01 15:04:25	0.6	
T0000322_ch1	1	0	0	0	2012-10-01 15:04:26	0.6	
T0000323_ch1	2	3	0	0	2012-10-01 15:04:30	0.6	
T0000324_ch1	3	2	0	0	2012-10-01 15:04:31	0.6	
T0000325_ch1	2	0	0	0	2012-10-01 15:04:36	0.6	
T0000326_ch1	2	0	0	0	2012-10-01 15:04:37	0.6	
T0000327_ch1	1	2	0	0	2012-10-01 15:04:42	0.6	
T0000328_ch1	4	2	0	0	2012-10-01 15:04:45	0.6	
T0000329_ch1	8	2	0	0	2012-10-01 15:04:48	0.6	
T0000330_ch1	5	1	0	3	2012-10-01 15:04:49	1.1	
T0000331_ch1	5	1	0	0	2012-10-01 15:05:00	0.6	
T0000332_ch1	1	0	0	0	2012-10-01 15:05:07	0.6	
T0000333_ch1	3	2	0	0	2012-10-01 15:05:13	0.6	
T0000334_ch1	4	2	0	0	2012-10-01 15:05:24	0.6	
T0000335_ch1	5	1	0	0	2012-10-01 15:05:25	0.6	
T0000336_ch1	7	0	0	0	2012-10-01 15:05:29	0.6	
T0000337_ch1	4	1	0	0	2012-10-01 15:05:38	0.6	
T0000338_ch1	3	3	0	0	2012-10-01 15:05:42	0.8	
T0000339_ch1	4	0	0	0	2012-10-01 15:05:43	0.6	
T0000340_ch1	5	0	0	0	2012-10-01 15:05:45	0.6	
T0000341_ch1	5	0	0	0	2012-10-01 15:05:47	0.6	
T0000342_ch1	4	0	0	0	2012-10-01 15:05:51	0.6	
T0000343_ch1	8	0	0	2	2012-10-01 15:05:55	1.2	
T0000344_ch1	2	0	1	0	2012-10-01 15:06:02	0.6	
T0000345_ch1	3	0	0	0	2012-10-01 15:06:10	0.6	
T0000346_ch1	3	1	0	4	2012-10-01 15:06:11	1.5	
T0000347_ch1	2	1	0	0	2012-10-01 15:06:13	0.6	
T0000348_ch1	2	0	0	0	2012-10-01 15:06:15	0.6	
T0000349_ch1	7	0	1	0	2012-10-01 15:06:15	1.0	
T0000350_ch1	6	0	0	0	2012-10-01 15:06:17	0.6	
T0000351_ch1	3	0	0	1	2012-10-01 15:06:18	0.7	
T0000352_ch1	1	0	0	0	2012-10-01 15:06:20	0.6	
T0000353_ch1	3	1	2	0	2012-10-01 15:06:31	0.6	
T0000354_ch1	0	1	1	0	2012-10-01 15:06:33	0.6	
T0000355_ch1	3	0	0	2	2012-10-01 15:06:34	0.9	
T0000356_ch1	2	0	0	0	2012-10-01 15:06:40	0.6	
T0000357_ch1	3	1	0	0	2012-10-01 15:06:41	0.6	
T0000358_ch1	1	0	1	0	2012-10-01 15:06:42	0.6	
T0000359_ch1	2	0	0	1	2012-10-01 15:06:45	0.9	
T0000360_ch1	4	2	0	0	2012-10-01 15:06:51	0.6	
T0000361_ch1	7	0	0	0	2012-10-01 15:06:52	0.6	
T0000362_ch1	6	2	0	0	2012-10-01 15:06:56	0.6	
T0000363_ch1	6	1	1	0	2012-10-01 15:06:57	0.9	
T0000364_ch1	5	0	0	0	2012-10-01 15:07:01	0.6	
T0000365_ch1	3	1	0	0	2012-10-01 15:07:06	0.6	
T0000366_ch1	5	0	0	0	2012-10-01 15:07:07	0.6	
TOTAL		425	116	257	end: 2012-10-01 15:07:11	
P		0.5326	0.1454	0.3221	
