# data = data_ch1.tab
# channel = 1
# sample_rate = 11025
# classifier = SVM
FILE	BGNOISE	FM	HFM	SV	start: 2012-09-21 15:49:53	Duration	
T0000138_ch1	7	0	1	0	2012-09-21 16:03:46	0.8	
T0000139_ch1	1	0	0	0	2012-09-21 16:03:59	0.8	
T0000140_ch1	7	2	0	0	2012-09-21 16:04:01	0.6	
T0000141_ch1	2	0	0	0	2012-09-21 16:04:02	0.6	
T0000142_ch1	0	0	0	1	2012-09-21 16:04:13	0.6	
T0000143_ch1	0	0	2	1	2012-09-21 16:04:26	0.6	
T0000144_ch1	2	2	1	0	2012-09-21 16:04:28	0.6	
T0000145_ch1	2	3	0	0	2012-09-21 16:04:30	0.6	
T0000146_ch1	2	0	0	0	2012-09-21 16:04:34	0.6	
T0000147_ch1	8	0	0	0	2012-09-21 16:04:35	1.6	
T0000148_ch1	3	0	0	0	2012-09-21 16:04:41	0.6	
T0000149_ch1	3	2	0	0	2012-09-21 16:04:51	0.6	
T0000150_ch1	2	0	0	0	2012-09-21 16:05:00	0.6	
T0000151_ch1	0	1	0	1	2012-09-21 16:05:19	0.7	
T0000152_ch1	0	0	0	4	2012-09-21 16:05:30	0.7	
T0000153_ch1	3	2	0	0	2012-09-21 16:05:44	0.6	
T0000154_ch1	4	2	0	1	2012-09-21 16:05:48	0.6	
T0000155_ch1	2	4	0	0	2012-09-21 16:05:53	0.6	
T0000156_ch1	1	2	0	1	2012-09-21 16:06:43	0.6	
T0000157_ch1	2	0	0	0	2012-09-21 16:06:46	0.6	
T0000158_ch1	3	1	0	3	2012-09-21 16:06:47	1.4	
T0000159_ch1	2	1	0	0	2012-09-21 16:06:49	0.6	
T0000160_ch1	4	0	1	0	2012-09-21 16:06:49	1.2	
T0000161_ch1	5	0	0	0	2012-09-21 16:06:59	0.7	
T0000162_ch1	3	1	2	1	2012-09-21 16:07:06	0.7	
T0000163_ch1	6	0	0	0	2012-09-21 16:07:10	2.5	
T0000164_ch1	3	0	0	0	2012-09-21 16:07:19	0.6	
T0000165_ch1	2	1	0	0	2012-09-21 16:07:36	0.9	
T0000166_ch1	4	1	1	0	2012-09-21 16:07:40	0.6	
T0000167_ch1	2	1	1	0	2012-09-21 16:07:42	0.7	
T0000168_ch1	1	1	2	0	2012-09-21 16:07:54	0.6	
T0000169_ch1	4	0	0	0	2012-09-21 16:07:55	0.6	
T0000170_ch1	0	0	1	0	2012-09-21 16:07:58	0.6	
T0000171_ch1	0	2	0	1	2012-09-21 16:08:11	0.8	
T0000172_ch1	2	0	1	3	2012-09-21 16:08:14	1.3	
T0000173_ch1	4	2	0	0	2012-09-21 16:08:16	0.6	
T0000174_ch1	3	2	0	0	2012-09-21 16:08:18	0.8	
T0000175_ch1	1	0	1	0	2012-09-21 16:08:34	0.6	
T0000176_ch1	1	1	0	0	2012-09-21 16:08:35	0.8	
T0000177_ch1	5	0	0	0	2012-09-21 16:08:39	0.7	
T0000178_ch1	3	0	0	0	2012-09-21 16:08:40	0.6	
T0000179_ch1	2	2	1	0	2012-09-21 16:08:43	1.0	
T0000180_ch1	8	0	1	0	2012-09-21 16:08:44	1.6	
T0000181_ch1	1	0	0	0	2012-09-21 16:09:11	0.6	
T0000182_ch1	3	0	0	0	2012-09-21 16:09:34	0.9	
T0000183_ch1	5	0	0	0	2012-09-21 16:09:35	0.8	
T0000184_ch1	1	0	0	0	2012-09-21 16:09:37	0.6	
T0000185_ch1	4	0	0	0	2012-09-21 16:09:39	0.6	
T0000186_ch1	3	0	0	0	2012-09-21 16:09:40	0.6	
T0000187_ch1	4	1	0	0	2012-09-21 16:09:41	0.8	
T0000188_ch1	1	0	1	0	2012-09-21 16:09:42	0.6	
T0000189_ch1	4	0	0	1	2012-09-21 16:09:43	0.6	
T0000190_ch1	3	0	0	0	2012-09-21 16:09:44	0.6	
T0000191_ch1	1	0	1	0	2012-09-21 16:09:45	0.6	
T0000192_ch1	3	0	0	0	2012-09-21 16:09:47	0.6	
T0000193_ch1	2	0	0	0	2012-09-21 16:09:50	0.6	
T0000194_ch1	3	0	0	0	2012-09-21 16:09:54	0.6	
T0000195_ch1	3	0	0	0	2012-09-21 16:09:57	0.6	
T0000196_ch1	3	0	0	0	2012-09-21 16:09:57	0.7	
T0000197_ch1	0	0	1	0	2012-09-21 16:09:59	0.6	
T0000198_ch1	3	0	0	0	2012-09-21 16:10:00	0.6	
T0000199_ch1	2	0	1	0	2012-09-21 16:10:03	0.6	
T0000200_ch1	5	0	0	0	2012-09-21 16:10:07	0.6	
T0000201_ch1	4	0	0	0	2012-09-21 16:10:07	0.6	
T0000202_ch1	2	0	0	0	2012-09-21 16:10:11	0.6	
T0000203_ch1	4	1	0	0	2012-09-21 16:10:33	0.6	
T0000204_ch1	5	0	0	0	2012-09-21 16:11:14	0.8	
T0000205_ch1	2	0	0	0	2012-09-21 16:11:24	0.6	
T0000206_ch1	5	0	0	1	2012-09-21 16:11:24	0.6	
T0000207_ch1	5	0	0	0	2012-09-21 16:11:26	0.6	
T0000208_ch1	4	2	0	0	2012-09-21 16:11:38	0.6	
T0000209_ch1	5	4	1	0	2012-09-21 16:11:40	5.5	
T0000210_ch1	2	0	1	0	2012-09-21 16:11:46	0.6	
T0000211_ch1	1	0	0	0	2012-09-21 16:12:42	0.6	
T0000212_ch1	5	1	1	0	2012-09-21 16:12:47	0.8	
T0000213_ch1	4	0	0	0	2012-09-21 16:12:56	0.7	
T0000214_ch1	1	1	0	1	2012-09-21 16:13:02	0.6	
T0000215_ch1	7	0	0	1	2012-09-21 16:13:04	1.5	
T0000216_ch1	3	0	0	0	2012-09-21 16:13:07	1.0	
T0000217_ch1	6	3	0	1	2012-09-21 16:13:09	1.0	
T0000218_ch1	4	0	0	0	2012-09-21 16:13:14	1.5	
T0000219_ch1	3	0	0	0	2012-09-21 16:13:17	0.6	
T0000220_ch1	1	0	0	1	2012-09-21 16:13:21	0.6	
T0000221_ch1	3	0	0	0	2012-09-21 16:13:24	0.8	
T0000222_ch1	5	0	0	0	2012-09-21 16:13:29	0.7	
T0000223_ch1	5	0	0	0	2012-09-21 16:13:39	1.0	
T0000224_ch1	8	0	0	0	2012-09-21 16:13:41	0.6	
T0000225_ch1	6	0	0	1	2012-09-21 16:13:43	1.1	
T0000226_ch1	4	0	0	0	2012-09-21 16:13:44	0.9	
T0000227_ch1	2	0	1	0	2012-09-21 16:13:47	0.7	
T0000228_ch1	5	0	0	0	2012-09-21 16:13:48	0.6	
T0000229_ch1	1	1	1	0	2012-09-21 16:13:49	1.2	
T0000230_ch1	6	0	0	0	2012-09-21 16:14:02	0.6	
T0000231_ch1	1	0	0	0	2012-09-21 16:14:03	0.6	
T0000232_ch1	3	0	0	0	2012-09-21 16:14:04	0.6	
T0000233_ch1	6	0	0	0	2012-09-21 16:14:19	0.6	
T0000234_ch1	2	1	0	0	2012-09-21 16:14:20	0.6	
T0000235_ch1	8	1	1	0	2012-09-21 16:14:24	4.0	
T0000236_ch1	3	1	0	0	2012-09-21 16:14:32	1.1	
T0000237_ch1	5	0	0	0	2012-09-21 16:14:43	0.6	
T0000238_ch1	5	0	0	0	2012-09-21 16:14:44	0.6	
T0000239_ch1	6	0	1	0	2012-09-21 16:14:46	1.1	
T0000240_ch1	4	0	0	1	2012-09-21 16:15:08	0.6	
T0000241_ch1	3	0	0	0	2012-09-21 16:15:08	0.6	
T0000242_ch1	2	0	0	0	2012-09-21 16:15:20	0.6	
T0000243_ch1	2	2	0	1	2012-09-21 16:15:22	0.6	
T0000244_ch1	1	1	0	0	2012-09-21 16:15:26	0.6	
T0000245_ch1	3	0	0	0	2012-09-21 16:15:31	0.6	
T0000246_ch1	3	0	0	0	2012-09-21 16:15:37	0.9	
T0000247_ch1	4	0	0	0	2012-09-21 16:15:38	0.6	
T0000248_ch1	5	0	0	0	2012-09-21 16:15:39	0.6	
T0000249_ch1	4	0	0	0	2012-09-21 16:15:45	0.6	
T0000250_ch1	1	0	0	0	2012-09-21 16:15:50	0.6	
T0000251_ch1	3	0	0	0	2012-09-21 16:15:51	1.0	
T0000252_ch1	3	0	0	0	2012-09-21 16:15:57	0.6	
T0000253_ch1	2	0	0	0	2012-09-21 16:16:00	0.6	
T0000254_ch1	1	0	0	0	2012-09-21 16:16:01	0.6	
T0000255_ch1	4	0	0	0	2012-09-21 16:16:05	1.0	
T0000256_ch1	3	0	0	0	2012-09-21 16:16:08	0.6	
T0000257_ch1	1	0	0	0	2012-09-21 16:16:22	0.6	
